step,loss,lr
1077,0.472186,0.00086386
1078,0.476169,0.0008614
1079,0.416510,0.000858943
1080,0.461344,0.00085649
1081,0.419853,0.000854041
1082,0.306009,0.000851596
1083,0.527931,0.000849155
1084,0.356878,0.000846719
1085,0.352755,0.000844286
1086,0.450954,0.000841857
1087,0.445214,0.000839433
1088,0.383047,0.000837012
1089,0.329776,0.000834596
1090,0.386725,0.000832183
1091,0.370510,0.000829775
1092,0.350692,0.000827371
1093,0.473250,0.000824971
1094,0.391972,0.000822575
1095,0.405763,0.000820184
1096,0.339503,0.000817796
1097,0.354189,0.000815413
1098,0.464269,0.000813034
1099,0.369142,0.000810659
1100,0.245174,0.000808289
1101,0.439254,0.000805922
1102,0.403269,0.00080356
1103,0.530963,0.000801202
1104,0.394297,0.000798849
1105,0.333815,0.0007965
1106,0.322042,0.000794155
1107,0.314147,0.000791814
1108,0.399816,0.000789478
1109,0.416811,0.000787146
1110,0.328071,0.000784818
1111,0.309667,0.000782495
1112,0.378680,0.000780176
1113,0.370422,0.000777861
1114,0.456368,0.000775551
1115,0.334756,0.000773245
1116,0.394017,0.000770944
1117,0.463791,0.000768647
1118,0.410027,0.000766354
1119,0.421173,0.000764066
1120,0.321032,0.000761783
1121,0.468451,0.000759504
1122,0.327567,0.000757229
1123,0.332898,0.000754959
1124,0.357321,0.000752693
1125,0.343966,0.000750432
1126,0.290719,0.000748176
1127,0.329094,0.000745924
1128,0.327004,0.000743676
1129,0.404560,0.000741433
1130,0.377868,0.000739195
1131,0.412933,0.000736961
1132,0.335389,0.000734732
1133,0.354100,0.000732507
1134,0.461524,0.000730287
1135,0.348907,0.000728072
1136,0.342992,0.000725861
1137,0.349039,0.000723655
1138,0.355133,0.000721454
1139,0.445354,0.000719257
1140,0.526169,0.000717065
1141,0.336944,0.000714878
1142,0.319069,0.000712696
1143,0.390072,0.000710518
1144,0.344607,0.000708345
1145,0.329732,0.000706176
1146,0.359787,0.000704013
1147,0.326430,0.000701854
1148,0.411817,0.0006997
1149,0.370609,0.00069755
1150,0.310147,0.000695406
1151,0.346798,0.000693266
1152,0.330213,0.000691131
1153,0.383873,0.000689001
1154,0.395566,0.000686876
1155,0.419926,0.000684756
1156,0.352348,0.00068264
1157,0.319382,0.000680529
1158,0.329869,0.000678424
1159,0.278796,0.000676323
1160,0.384867,0.000674227
1161,0.372685,0.000672136
1162,0.351195,0.00067005
1163,0.356227,0.000667969
1164,0.390543,0.000665892
1165,0.418189,0.000663821
1166,0.357910,0.000661755
1167,0.323365,0.000659693
1168,0.369962,0.000657637
1169,0.284910,0.000655586
1170,0.265033,0.000653539
1171,0.373438,0.000651498
1172,0.286098,0.000649462
1173,0.378662,0.00064743
1174,0.319213,0.000645404
1175,0.345171,0.000643383
1176,0.329260,0.000641367
1177,0.303223,0.000639356
1178,0.307666,0.00063735
1179,0.295868,0.000635349
1180,0.297792,0.000633354
1181,0.335425,0.000631363
1182,0.363819,0.000629377
1183,0.349405,0.000627397
1184,0.326072,0.000625422
1185,0.386170,0.000623452
1186,0.357931,0.000621487
1187,0.302076,0.000619527
1188,0.362202,0.000617573
1189,0.297567,0.000615624
1190,0.299688,0.00061368
1191,0.316331,0.000611741
1192,0.366532,0.000609807
1193,0.294083,0.000607879
1194,0.283938,0.000605956
1195,0.328467,0.000604038
1196,0.323249,0.000602125
1197,0.320056,0.000600218
1198,0.304761,0.000598316
1199,0.385387,0.000596419
1200,0.322978,0.000594527
1201,0.342157,0.000592641
1202,0.412483,0.000590761
1203,0.363894,0.000588885
1204,0.368596,0.000587015
1205,0.366992,0.00058515
1206,0.371211,0.000583291
1207,0.331918,0.000581437
1208,0.244838,0.000579588
1209,0.294776,0.000577745
1210,0.345188,0.000575907
1211,0.425586,0.000574074
1212,0.331466,0.000572247
1213,0.291552,0.000570426
1214,0.272464,0.00056861
1215,0.282404,0.000566799
1216,0.336648,0.000564993
1217,0.324286,0.000563194
1218,0.382377,0.000561399
1219,0.273114,0.00055961
1220,0.368171,0.000557827
1221,0.345580,0.000556049
1222,0.321818,0.000554277
1223,0.375623,0.00055251
1224,0.271287,0.000550749
1225,0.409226,0.000548993
1226,0.322846,0.000547243
1227,0.280111,0.000545498
1228,0.296817,0.000543759
1229,0.399980,0.000542025
1230,0.267946,0.000540297
1231,0.375940,0.000538575
1232,0.377429,0.000536858
1233,0.324570,0.000535147
1234,0.508025,0.000533441
1235,0.263908,0.000531741
1236,0.325020,0.000530047
1237,0.342065,0.000528358
1238,0.309501,0.000526675
1239,0.287085,0.000524998
1240,0.319806,0.000523326
1241,0.315777,0.00052166
1242,0.351047,0.00052
1243,0.365563,0.000518345
1244,0.292031,0.000516696
1245,0.298987,0.000515053
1246,0.320575,0.000513415
1247,0.285991,0.000511783
1248,0.277534,0.000510157
1249,0.271059,0.000508537
1250,0.339180,0.000506922
1251,0.354289,0.000505313
1252,0.298134,0.00050371
1253,0.288565,0.000502113
1254,0.262772,0.000500522
1255,0.349735,0.000498936
1256,0.267775,0.000497356
1257,0.294474,0.000495782
1258,0.274257,0.000494213
1259,0.362900,0.000492651
1260,0.296459,0.000491094
1261,0.342073,0.000489543
1262,0.368332,0.000487998
1263,0.303482,0.000486459
1264,0.372396,0.000484926
1265,0.323310,0.000483398
1266,0.285732,0.000481877
1267,0.308610,0.000480361
1268,0.304054,0.000478851
1269,0.370054,0.000477347
1270,0.351643,0.000475849
1271,0.326252,0.000474357
1272,0.236922,0.000472871
1273,0.310938,0.000471391
1274,0.293915,0.000469917
1275,0.346266,0.000468448
1276,0.316140,0.000466986
1277,0.259477,0.00046553
1278,0.320030,0.000464079
1279,0.283600,0.000462635
1280,0.278153,0.000461196
1281,0.282313,0.000459763
1282,0.262489,0.000458337
1283,0.305584,0.000456916
1284,0.307270,0.000455502
1285,0.289510,0.000454093
1286,0.307772,0.000452691
1287,0.327514,0.000451294
1288,0.361164,0.000449904
1289,0.211986,0.00044852
1290,0.364845,0.000447141
1291,0.292958,0.000445769
1292,0.274461,0.000444403
1293,0.326281,0.000443043
1294,0.312002,0.000441688
1295,0.343744,0.00044034
1296,0.285545,0.000438999
1297,0.258679,0.000437663
1298,0.281849,0.000436333
1299,0.329593,0.000435009
1300,0.337563,0.000433692
1301,0.289659,0.000432381
1302,0.428110,0.000431075
1303,0.289907,0.000429776
1304,0.317063,0.000428483
1305,0.301467,0.000427197
1306,0.292420,0.000425916
1307,0.330794,0.000424642
1308,0.274500,0.000423373
1309,0.248617,0.000422111
1310,0.337518,0.000420855
1311,0.280729,0.000419606
1312,0.278705,0.000418362
1313,0.251343,0.000417125
1314,0.267572,0.000415894
1315,0.268095,0.000414669
1316,0.305785,0.00041345
1317,0.265467,0.000412237
1318,0.269179,0.000411031
1319,0.256254,0.000409831
1320,0.298139,0.000408638
1321,0.312613,0.00040745
1322,0.326547,0.000406269
1323,0.297084,0.000405094
1324,0.295019,0.000403925
1325,0.230804,0.000402763
1326,0.250955,0.000401606
1327,0.256461,0.000400457
1328,0.266247,0.000399313
1329,0.262993,0.000398176
1330,0.287852,0.000397045
1331,0.298055,0.00039592
1332,0.338326,0.000394802
1333,0.300681,0.00039369
1334,0.335261,0.000392584
1335,0.270058,0.000391485
1336,0.282323,0.000390392
1337,0.274802,0.000389305
1338,0.297546,0.000388225
1339,0.314129,0.000387151
1340,0.306667,0.000386083
1341,0.296604,0.000385022
1342,0.244975,0.000383967
1343,0.276672,0.000382918
1344,0.267241,0.000381876
1345,0.276103,0.00038084
1346,0.257194,0.000379811
1347,0.327482,0.000378788
1348,0.276206,0.000377771
1349,0.301518,0.000376761
1350,0.213832,0.000375758
1351,0.315908,0.00037476
1352,0.251247,0.000373769
1353,0.273954,0.000372785
1354,0.267751,0.000371807
1355,0.290680,0.000370835
1356,0.212920,0.00036987
1357,0.231480,0.000368911
1358,0.339142,0.000367959
1359,0.269192,0.000367013
1360,0.282705,0.000366074
1361,0.314857,0.000365141
1362,0.255324,0.000364214
1363,0.285048,0.000363294
1364,0.305920,0.000362381
1365,0.285580,0.000361474
1366,0.297701,0.000360573
1367,0.306520,0.000359679
1368,0.285864,0.000358792
1369,0.289720,0.000357911
1370,0.286433,0.000357036
1371,0.259347,0.000356168
1372,0.276432,0.000355307
1373,0.285721,0.000354452
1374,0.286826,0.000353604
1375,0.302389,0.000352762
1376,0.268044,0.000351926
1377,0.246043,0.000351097
1378,0.362694,0.000350275
1379,0.264627,0.000349459
1380,0.306942,0.00034865
1381,0.243710,0.000347847
1382,0.272136,0.000347051
1383,0.252777,0.000346262
1384,0.222287,0.000345479
1385,0.278748,0.000344702
1386,0.264858,0.000343933
1387,0.278230,0.000343169
1388,0.278559,0.000342413
1389,0.221894,0.000341663
1390,0.236753,0.000340919
1391,0.305013,0.000340182
1392,0.242027,0.000339452
1393,0.301376,0.000338728
1394,0.228170,0.000338011
1395,0.250513,0.000337301
1396,0.261474,0.000336597
1397,0.239971,0.000335899
1398,0.229364,0.000335209
1399,0.272739,0.000334525
1400,0.242353,0.000333847
1401,0.296454,0.000333177
1402,0.241645,0.000332512
1403,0.265614,0.000331855
1404,0.296534,0.000331204
1405,0.257211,0.00033056
1406,0.306435,0.000329922
1407,0.317058,0.000329291
1408,0.253160,0.000328667
1409,0.235056,0.000328049
1410,0.237792,0.000327438
1411,0.244441,0.000326834
1412,0.263798,0.000326236
1413,0.290570,0.000325645
1414,0.219382,0.000325061
1415,0.226990,0.000324483
1416,0.255202,0.000323912
1417,0.237803,0.000323348
1418,0.249127,0.00032279
1419,0.266256,0.000322239
1420,0.313178,0.000321695
1421,0.222708,0.000321157
1422,0.230535,0.000320627
1423,0.262261,0.000320102
1424,0.252727,0.000319585
1425,0.261995,0.000319074
1426,0.302990,0.00031857
1427,0.239680,0.000318073
1428,0.208842,0.000317582
1429,0.284990,0.000317098
1430,0.274401,0.000316621
1431,0.229754,0.00031615
1432,0.240223,0.000315686
1433,0.262685,0.000315229
1434,0.277762,0.000314779
1435,0.245787,0.000314335
1436,0.244107,0.000313898
1437,0.240949,0.000313468
1438,0.233404,0.000313045
1439,0.263833,0.000312628
1440,0.268452,0.000312218
1441,0.289345,0.000311815
1442,0.273364,0.000311418
1443,0.255576,0.000311028
1444,0.244260,0.000310645
1445,0.232243,0.000310269
1446,0.268779,0.000309899
1447,0.299857,0.000309536
1448,0.242087,0.00030918
1449,0.274098,0.000308831
1450,0.223117,0.000308489
1451,0.261002,0.000308153
1452,0.241255,0.000307824
1453,0.260216,0.000307501
1454,0.263058,0.000307186
1455,0.271472,0.000306877
1456,0.258563,0.000306575
1457,0.231497,0.00030628
1458,0.200337,0.000305991
1459,0.239126,0.00030571
1460,0.224012,0.000305435
1461,0.246154,0.000305167
1462,0.294160,0.000304905
1463,0.257284,0.000304651
1464,0.330367,0.000304403
1465,0.277178,0.000304162
1466,0.272131,0.000303927
1467,0.220150,0.0003037
1468,0.236402,0.000303479
1469,0.246571,0.000303265
1470,0.227233,0.000303058
1471,0.204168,0.000302858
1472,0.187258,0.000302664
1473,0.293358,0.000302477
1474,0.232877,0.000302297
1475,0.277839,0.000302124
1476,0.260080,0.000301957
1477,0.259499,0.000301798
1478,0.265129,0.000301645
1479,0.250449,0.000301499
1480,0.267527,0.000301359
1481,0.290099,0.000301227
1482,0.253301,0.000301101
1483,0.235068,0.000300982
1484,0.223609,0.00030087
1485,0.236248,0.000300765
1486,0.241636,0.000300666
1487,0.239173,0.000300574
1488,0.244981,0.000300489
1489,0.237177,0.000300411
1490,0.277597,0.00030034
1491,0.294872,0.000300275
1492,0.226874,0.000300218
1493,0.278064,0.000300167
1494,0.275176,0.000300122
1495,0.244420,0.000300085
1496,0.260192,0.000300054
1497,0.308804,0.000300031
1498,0.269773,0.000300014
1499,0.312150,0.000300003
1500,0.260886,0.0003
